icd_code,icd_description,snomed_code,snomed_term,map_type,chapter_tag,mapGroup,mapPriority,mapRule,correlationId,mapCategoryId
F00.0,,6475002,Alzheimer's disease with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,Alzheimer's disease with early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,Dementia in Alzheimer's disease - type 2,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,Dementia in Alzheimer's disease - type 2,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,Dementia in Alzheimer's disease with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,Dementia in Alzheimer's disease with early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Dementia of the Alzheimer's type, with early onset, uncomplicated",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Dementia of the Alzheimer's type, with early onset, uncomplicated",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Presenile dementia, Alzheimer's type",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Presenile dementia, Alzheimer's type",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated (disorder)",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Alzheimers dementia, early onset, with depressed mood",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Alzheimers dementia, early onset, with depressed mood",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Alzheimers dementia, early onset, with depressed mood",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Alzheimers dementia, early onset, with depressed mood",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Dementia of the Alzheimer's type, with early onset, with depressive mood",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Dementia of the Alzheimer's type, with early onset, with depressive mood",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,10532003,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression (disorder)",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,54502004,"Dementia of the Alzheimer's type, with early onset, with delusions",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,54502004,"Dementia of the Alzheimer's type, with early onset, with delusions",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,54502004,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,54502004,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,54502004,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions (disorder)",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,54502004,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,65096006,"Dementia of the Alzheimer's type, with early onset, with delirium",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,65096006,"Dementia of the Alzheimer's type, with early onset, with delirium",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,65096006,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,65096006,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,65096006,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,65096006,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder)",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,191452002,Presenile dementia with delirium,"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DELIRIUM CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 65096006 | Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder) |",447561005,447639009
F00.0,,191452002,Presenile dementia with delirium,"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DELIRIUM CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 65096006 | Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder) |",447561005,447639009
F00.0,,191452002,Presenile dementia with delirium (disorder),"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DELIRIUM CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 65096006 | Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder) |",447561005,447639009
F00.0,,191452002,Presenile dementia with delirium (disorder),"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DELIRIUM CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 65096006 | Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium (disorder) |",447561005,447639009
F00.0,,191455000,Presenile dementia with depression,"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DEPRESSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 10532003 | Primary degenerative dementia of the Alzheimer type, presenile onset, with depression (disorder) |",447561005,447639009
F00.0,,191455000,Presenile dementia with depression,"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DEPRESSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 10532003 | Primary degenerative dementia of the Alzheimer type, presenile onset, with depression (disorder) |",447561005,447639009
F00.0,,191455000,Presenile dementia with depression (disorder),"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DEPRESSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 10532003 | Primary degenerative dementia of the Alzheimer type, presenile onset, with depression (disorder) |",447561005,447639009
F00.0,,191455000,Presenile dementia with depression (disorder),"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET, WITH DEPRESSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,1,"IFA 10532003 | Primary degenerative dementia of the Alzheimer type, presenile onset, with depression (disorder) |",447561005,447639009
F00.0,,230265002,Familial Alzheimer disease of early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,230265002,Familial Alzheimer disease of early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,230265002,Familial Alzheimer's disease of early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,230265002,Familial Alzheimer's disease of early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,230265002,Familial Alzheimer's disease of early onset (disorder),ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,230265002,Familial Alzheimer's disease of early onset (disorder),ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,230266001,Non-familial Alzheimer disease of early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,230266001,Non-familial Alzheimer disease of early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,230266001,Non-familial Alzheimer's disease of early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,230266001,Non-familial Alzheimer's disease of early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,230266001,Non-familial Alzheimer's disease of early onset (disorder),ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,230266001,Non-familial Alzheimer's disease of early onset (disorder),ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Alzheimer's disease with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Alzheimer's disease with early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Alzheimer's disease with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Alzheimer's disease with early onset,ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease - type 2,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease - type 2,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease - type 2,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease - type 2,ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease with early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia in Alzheimer's disease with early onset,ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,Dementia of the Alzheimers type with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia of the Alzheimers type with early onset,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia of the Alzheimers type with early onset,ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,Dementia of the Alzheimers type with early onset,ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,"Presenile dementia, Alzheimer's type",ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,"Presenile dementia, Alzheimer's type",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Presenile dementia, Alzheimer's type",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Presenile dementia, Alzheimer's type",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, early onset",ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, early onset",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, early onset",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, early onset",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset",ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",ALWAYS F00.0,F,2,2,OTHERWISE TRUE,447561005,447637006
F00.0,,698949001,Dementia in remission,"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET IN REMISSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,2,"IFA 698955006 | Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder) |",447561005,447639009
F00.0,,698949001,Dementia in remission,"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET IN REMISSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,2,"IFA 698955006 | Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder) |",447561005,447639009
F00.0,,698949001,Dementia in remission (disorder),"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET IN REMISSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,2,"IFA 698955006 | Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder) |",447561005,447639009
F00.0,,698949001,Dementia in remission (disorder),"IF PRIMARY DEGENERATIVE DEMENTIA OF THE ALZHEIMER TYPE, PRESENILE ONSET IN REMISSION CHOOSE F00.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT",F,2,2,"IFA 698955006 | Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder) |",447561005,447639009
F00.0,,698955006,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,698955006,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,698955006,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder)",ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,698955006,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder)",ALWAYS F00.0,F,2,1,TRUE,447561005,447637006
F00.0,,1156789004,Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156789004,Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein (disorder),ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156789004,Autosomal dominant Alzheimer disease with mutation of amyloid precursor protein,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156798001,Autosomal dominant Alzheimer disease due to mutation of presenilin 2,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156798001,Autosomal dominant Alzheimer disease due to mutation of presenilin 2 (disorder),ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156798001,Autosomal dominant Alzheimer disease with mutation of presenilin 2,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156800008,Autosomal dominant Alzheimer disease due to mutation of presenilin 1,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156800008,Autosomal dominant Alzheimer disease due to mutation of presenilin 1 (disorder),ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.0,,1156800008,Autosomal dominant Alzheimer disease with mutation of presenilin 1,ALWAYS F00.0 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Dementia Alzheimers type, late onset with delirium",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Dementia Alzheimers type, late onset with delirium",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Dementia of the Alzheimer's type, with late onset, with delirium",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Dementia of the Alzheimer's type, with late onset, with delirium",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium (disorder)",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,4817008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium (disorder)",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Alzheimers dementia, late onset, with depressive mood",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Alzheimers dementia, late onset, with depressive mood",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Alzheimers dementia, late onset, with depressive mood",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Alzheimers dementia, late onset, with depressive mood",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Dementia of the Alzheimer's type, with late onset, with depressive mood",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Dementia of the Alzheimer's type, with late onset, with depressive mood",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression (disorder)",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,26852004,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression (disorder)",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Alzheimers dementia, late onset, with delusions",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Alzheimers dementia, late onset, with delusions",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Alzheimers dementia, late onset, with delusions",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Alzheimers dementia, late onset, with delusions",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Dementia of the Alzheimer's type, with late onset, with delusions",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Dementia of the Alzheimer's type, with late onset, with delusions",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions (disorder)",ALWAYS F00.1 | THIS CODE MAY BE USED IN THE PRIMARY POSITION WHEN THE MANIFESTATION IS THE PRIMARY FOCUS OF CARE,F,2,1,TRUE,447561005,447637006
F00.1,,55009008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions (disorder)",ALWAYS F00.1,F,2,1,TRUE,447561005,447637006
